38,7928,0
77,8196,6
81,7675,5
61,7540,3
18,7559,6
63,8432,5
39,7647,4
39,9199,2
28,9438,0
69,8552,3
89,7906,5
82,9121,4
29,7936,5
52,8109,7
36,9167,0
70,9242,7
61,8964,4
62,7503,1
23,7494,1
66,7380,3
56,9357,5
25,7487,0
74,7685,5
54,8888,1
76,7996,2
84,9152,7
19,7930,5
27,8425,2
63,8741,5
49,7354,2
75,7496,7
100,9329,5
25,8210,5
55,7832,3
61,7431,4
43,8429,4
17,8924,5
99,7739,4
81,8190,3
45,8923,6
68,8951,1
70,8756,0
26,8606,0
97,7449,3
21,7427,6
61,8334,4
66,9351,4
82,9051,1
23,8498,3
89,7406,0
47,9092,2
79,8416,1
14,7553,2
21,9438,4
32,7866,6
89,8209,1
4,9151,2
51,8457,0
15,9295,2
67,8454,6
100,8471,0
90,7352,0
66,8344,6
25,9342,0
45,7844,7
27,8435,0
67,8333,5
61,9428,2
26,8834,1
48,9183,7
6,8913,1
93,8347,2
17,8501,5
32,8080,5
89,8456,7
38,8588,4
92,9075,6
55,8369,3
19,8201,2
15,8134,5
43,8435,3
66,7854,1
93,9211,7
56,8649,4
86,7853,1
25,7638,6
45,7419,5
89,7566,7
76,8755,3
60,9375,5
56,8680,7
75,7788,7
49,9387,2
22,7586,2
99,7692,1
93,7793,0
48,8682,2
66,8685,3
54,7783,4
73,8078,5
14,8430,1
59,9357,7
66,9085,3
31,7492,7
90,7998,4
55,8103,2
68,8740,5
82,7635,7
9,9132,7
86,7503,1
97,8429,2
52,8128,0
51,8017,7
90,8201,6
8,9438,6
37,8531,0
15,8500,5
52,7418,1
26,8757,3
90,7817,3
12,7354,4
81,7999,4
65,8266,6
60,9402,1
2,8245,5
63,8618,2
53,7757,7
49,7489,2
29,7864,6
7,8201,7
22,8227,0
42,8955,4
66,8119,4
88,7874,1
72,9107,7
56,8778,2
42,8637,7
40,8409,6
38,9073,6
51,8331,2
25,8572,4
34,8064,5
2,9120,4
76,9250,5
24,8925,7
9,9119,7
12,8342,3
38,7987,1
61,9198,4
37,7661,1
28,8464,3
72,9212,2
18,8320,1
92,9390,0
32,9176,0
19,9226,3
55,8570,7
84,7495,4
68,9375,6
83,9095,7
91,8356,3
90,8163,2
25,8611,6
56,9135,7
77,8698,2
97,8279,3
11,8474,5
19,7896,0
36,9349,2
48,8109,2
69,8887,4
61,8482,6
82,8833,5
70,8568,4
37,8294,3
6,8320,1
79,8248,3
48,9296,2
44,8967,1
39,8008,6
85,7518,6
71,7992,4
10,7781,3
3,8499,2
63,7944,0
41,7519,6
21,8286,4
17,9174,0
25,7674,7
89,8223,3
100,8830,2
15,8691,5
78,9047,4
25,8003,0
70,8387,2
55,8306,5
21,8942,1
81,7423,7
73,8863,2
56,8853,0
