68,15229,7
70,13163,3
5,13988,5
31,14099,0
32,13330,5
28,13608,4
94,13334,3
27,13617,4
83,13250,7
3,14743,6
93,15286,1
82,15197,3
100,12852,1
69,14526,3
11,15390,5
88,13628,2
80,13029,0
14,15062,4
47,14051,6
80,14138,7
25,13036,0
18,14367,7
93,13829,0
42,14993,2
63,14301,3
84,15240,4
10,12926,3
18,16387,7
76,15330,7
60,13029,0
13,13879,1
44,14146,0
30,13427,7
18,15102,3
75,15481,1
61,13993,7
45,15946,3
69,16050,0
88,14846,4
28,12782,7
71,14380,4
80,13718,4
9,15215,4
70,14467,3
49,15480,6
20,14191,1
58,15331,0
28,15745,0
34,12840,2
5,12969,4
7,13469,6
59,13111,4
22,14571,0
100,14533,5
100,15339,5
85,16108,1
83,13360,3
10,15501,2
2,16081,7
59,15926,6
69,15765,5
14,13546,3
3,13658,4
98,12779,3
32,15883,5
77,16374,6
59,14008,5
77,15415,1
45,16011,2
46,16089,3
4,15433,7
15,13977,7
26,13393,3
13,14234,1
85,15680,7
74,16109,0
32,15661,2
42,14598,0
2,15440,6
66,15736,3
47,14802,6
9,16145,1
24,16082,6
68,12959,2
8,14265,2
24,15008,1
52,16302,0
90,14860,0
33,14095,4
53,15969,5
49,14372,3
1,13447,4
67,13102,7
51,15265,3
99,13461,2
99,16220,6
28,15226,4
58,14704,7
75,15222,7
72,14823,6
3,14380,4
78,14242,4
87,16036,1
28,15009,3
91,15711,3
72,15303,1
2,14704,6
23,14958,7
14,13487,0
3,13731,2
88,14281,5
60,15524,0
11,13462,7
12,13950,0
27,15719,5
18,14962,7
35,16193,0
79,15608,3
8,13408,5
67,13874,0
32,15164,7
56,15016,7
68,14557,5
98,15501,6
6,13868,2
67,15254,4
96,15308,0
33,16329,5
24,13544,2
71,14116,4
5,14739,1
27,15160,2
48,15593,6
92,14362,7
54,13755,4
39,14891,1
63,13252,3
56,15694,1
61,13435,0
76,13974,0
58,13012,4
48,14952,2
35,13085,7
68,13709,4
60,16137,2
62,16040,3
86,15907,3
94,15917,7
40,15234,1
93,12901,6
61,13378,6
71,13984,4
48,15153,5
29,15170,1
69,13071,1
54,16256,4
95,14010,2
65,15614,0
87,16172,5
19,14790,4
35,13317,1
92,14498,7
45,13536,2
83,16145,4
83,16096,7
99,14526,4
21,14622,1
46,12934,2
54,13807,1
81,15293,7
21,14144,5
11,14054,7
29,13832,2
56,14465,1
79,14999,2
88,13556,4
17,14091,2
65,14492,2
82,13059,3
57,12911,3
57,14628,1
42,13672,7
28,14131,1
5,13368,0
71,16077,0
96,14437,0
59,13211,4
65,13674,2
61,13638,0
46,12970,6
84,15699,7
96,14190,1
37,14704,5
28,12821,7
78,13922,1
20,14386,7
26,14583,7
99,15780,6
65,14556,5
80,15626,1
80,14660,5
86,15936,4
91,13266,3
8,15727,7
41,13987,7
69,15500,5
96,12869,0
57,15314,0
34,13578,0
77,13164,1
14,15460,7
90,15442,4
19,14071,7
41,13178,6
95,16046,6
90,13735,0
36,14851,0
53,12843,7
54,14644,1
97,15724,5
99,13048,3
37,13929,6
92,13501,7
35,14987,6
65,13986,3
69,14659,4
54,12960,1
90,15805,5
68,14025,5
19,14752,2
69,15017,7
47,15921,7
4,14274,3
59,15519,6
54,15235,2
44,15497,5
28,14605,5
50,15340,6
1,14397,1
61,15419,1
27,15739,0
14,13444,2
51,14448,5
45,13397,4
54,13857,5
46,14080,1
35,14367,5
90,15943,3
99,14159,3
88,16247,1
86,15254,0
97,14443,4
25,13763,6
77,15991,3
31,13016,4
90,14985,0
46,14236,0
85,13212,2
79,14376,6
13,15496,6
3,15199,5
48,12980,4
60,15003,2
7,13060,7
7,15734,3
14,13824,2
50,15792,7
35,13926,6
63,16400,0
51,13776,6
96,12932,2
89,15725,5
64,14455,6
47,14615,3
34,16357,3
18,15548,3
92,15931,0
68,14311,4
7,15078,0
90,13676,3
56,14144,2
93,13918,1
86,15354,2
81,15142,6
70,13495,1
17,15606,5
70,13713,2
16,14966,6
2,16054,5
49,15325,3
29,14049,4
4,14840,4
97,15540,2
88,16288,4
10,15135,2
4,14860,1
1,13699,2
60,14514,5
38,16021,2
64,13685,5
10,15525,7
34,16188,1
52,12996,3
74,13567,2
80,14390,6
86,12940,5
91,16350,1
72,13907,0
54,14486,0
98,15014,6
62,14819,0
10,15866,7
90,16168,6
48,13760,2
90,14594,5
59,13250,6
64,12953,5
60,15543,1
75,15452,7
66,16242,7
9,14454,6
3,13088,4
70,14669,4
5,13580,6
90,12962,5
80,13390,4
8,15676,6
91,13897,1
39,15140,0
46,15283,5
54,14817,5
49,14252,7
80,15058,3
6,15049,2
22,15054,7
59,13034,0
92,15225,2
12,14991,7
31,14177,0
45,13297,7
9,13592,0
92,16231,7
54,16398,7
99,13346,3
39,13578,3
44,14579,0
58,13832,2
3,13766,4
3,13708,2
32,12870,2
