14,9994,3
75,7197,6
46,6427,1
11,8989,6
63,13035,4
5,13456,0
30,8713,1
45,6877,6
64,10039,7
56,10837,7
10,15297,7
65,8617,3
95,10205,1
38,14605,2
91,6261,4
29,7678,4
94,12184,0
90,14333,1
70,10742,6
13,13070,2
72,8867,6
52,14311,1
82,7249,0
43,11219,3
9,13535,0
56,8174,1
76,8569,7
82,13919,5
52,13694,3
62,8008,7
56,7711,6
65,8221,3
36,10050,4
1,8983,0
76,12056,0
98,7619,0
6,6973,4
5,5302,1
42,9341,7
69,11857,3
61,10985,5
51,9171,5
34,15319,6
56,5724,1
89,8309,4
24,6114,4
84,8247,4
83,15339,3
13,15292,4
54,13835,2
95,12942,2
85,8692,5
6,12679,4
77,15037,4
27,14756,0
14,10748,5
33,7744,3
3,7859,3
96,9200,3
84,5971,4
64,10712,4
52,11757,1
49,9038,6
99,5296,3
53,5274,3
24,5627,7
97,7760,2
58,7092,5
29,5775,4
39,11947,5
27,13794,2
89,11606,1
89,5652,4
61,13647,1
44,12175,4
78,8807,3
84,14606,2
28,15268,4
60,8679,6
97,14431,2
82,13636,5
55,6155,2
82,7657,4
88,10849,5
32,5725,4
8,6947,4
1,6130,7
64,8315,5
11,9651,6
97,10175,4
48,9131,2
74,15209,4
48,6466,3
96,13015,2
73,15350,4
100,6585,2
19,13487,1
70,7644,7
58,8522,5
48,14108,4
8,14436,7
84,6849,0
36,10247,2
97,14933,0
44,15342,2
80,6955,1
74,8273,5
28,14481,6
8,6757,7
34,11798,1
25,13446,0
89,15238,1
88,12799,7
6,5636,0
76,10621,3
19,13370,6
14,7428,6
77,11597,4
83,6218,5
25,11925,3
74,6305,6
30,10194,4
99,11667,1
22,7617,1
25,7742,6
71,11551,5
21,9047,2
44,5763,2
41,14040,0
79,12414,7
91,14716,0
48,13010,1
63,14109,4
26,9496,5
44,12476,2
7,13984,5
6,11297,7
18,5283,1
34,12999,7
13,12899,2
51,11927,3
59,10978,0
2,12671,2
39,9259,1
65,11459,1
78,7826,1
58,7162,6
79,13733,2
55,14268,3
40,8225,2
3,10192,0
28,15419,1
69,13265,1
1,6392,5
49,7569,0
94,5541,6
72,12788,5
70,11461,0
37,6150,0
12,11362,2
49,8408,4
27,5400,0
60,8905,7
11,7051,3
53,9742,0
4,5914,3
17,5569,2
58,5572,3
21,6043,3
50,13413,7
71,13317,0
72,12816,3
9,8924,0
72,10522,3
11,6609,7
73,15229,4
49,13193,7
68,8617,1
51,13496,0
3,11994,1
8,11688,7
53,8221,1
31,11946,1
76,9486,3
54,9458,5
80,14360,4
69,9873,4
25,6780,5
49,10354,4
5,10868,5
37,12987,0
97,13608,3
32,11114,4
96,6425,5
8,5193,2
84,5389,6
99,7185,1
24,5607,5
42,5806,0
20,8074,6
74,13865,4
12,13969,2
91,5423,6
82,7323,6
84,9024,2
2,6878,2
55,7085,7
33,6751,7
69,10340,7
5,15427,2
35,13590,7
76,6561,6
58,8181,4
66,10070,5
52,10893,6
12,12485,2
45,8964,3
21,5300,7
37,14110,7
94,14163,5
26,11014,7
73,11631,2
91,12305,2
57,6661,5
69,12901,0
98,12344,3
41,6895,6
67,14932,6
21,12796,7
82,7547,6
87,7539,1
94,11195,5
94,6050,4
78,7808,3
76,13363,6
77,9920,0
79,9531,6
30,15294,2
9,11516,5
47,14717,0
35,15255,4
44,9640,2
23,5811,3
93,7969,0
9,14555,6
75,11550,2
4,15299,0
54,8053,2
95,11695,2
40,13943,6
