46,7967,1
10,11482,3
4,11932,7
1,9662,4
76,12387,2
71,7386,1
36,13930,7
33,14274,5
40,13590,2
88,10509,6
36,9356,5
11,14779,1
50,8856,7
4,13965,2
62,11937,7
71,9423,5
45,13587,4
89,9024,4
89,12739,2
29,15287,3
73,10172,3
27,9085,4
27,9770,6
45,8310,0
95,8707,0
75,9521,1
45,8589,6
41,8662,1
73,11205,5
11,9663,5
13,14866,1
19,12108,1
20,14081,3
16,11256,2
19,14705,0
96,10926,0
87,11577,4
54,13093,6
28,9658,2
26,9625,7
42,8059,1
64,11949,5
36,8862,2
91,9850,0
68,10371,2
97,13734,1
61,12209,3
12,8415,4
85,7216,0
50,9406,1
40,8160,2
58,10323,3
76,11426,5
67,10866,2
3,11569,3
71,13068,6
41,13322,7
47,13094,5
11,14666,6
14,8985,5
57,7214,0
24,13990,7
32,14028,4
77,14231,4
39,9703,5
50,13191,4
72,9614,4
25,14215,7
4,10741,1
100,12208,6
51,8298,7
45,11736,4
63,8614,2
86,10095,0
36,14522,2
30,11921,6
83,8286,2
97,11188,2
42,13271,4
68,8438,0
46,13530,1
82,14367,2
25,11697,5
22,9413,6
48,9690,5
27,7723,4
93,15417,4
89,7470,7
73,13752,6
4,14541,2
3,9390,0
30,13902,0
27,12988,2
34,7876,0
7,12590,6
65,7148,5
84,14002,0
78,15140,7
90,14299,4
87,9201,3
78,11805,0
40,15532,1
32,13873,5
41,13355,6
26,10084,6
68,12852,3
70,9733,4
8,11306,2
64,8498,6
12,7462,2
75,12679,5
10,14963,4
93,14764,5
99,8833,2
31,8834,1
41,8912,6
26,9492,2
23,8709,5
30,9317,6
99,7701,4
26,7707,5
32,11643,3
28,14538,4
53,13631,3
65,12455,2
34,11586,5
17,13714,0
49,10915,0
12,11184,4
7,12470,1
35,13051,5
90,7447,7
46,12460,2
67,11382,0
30,13737,4
72,15479,4
35,8691,6
100,7927,0
79,11243,6
98,10124,5
11,8324,3
53,8380,3
7,9544,0
3,7546,3
52,10148,2
38,11314,4
44,9393,3
77,12576,7
61,12958,5
73,11646,0
75,13212,1
86,13600,0
4,7747,3
3,12208,4
38,11688,3
69,13137,6
37,8252,5
55,9860,3
17,8509,3
49,12371,6
62,15266,5
52,14496,4
38,12753,0
8,12183,0
19,10335,2
67,10947,6
79,12120,5
53,11962,3
66,11810,6
57,7820,4
50,15021,6
77,13069,6
9,9135,0
57,9023,1
80,13551,5
61,12219,5
94,13273,6
23,7401,1
37,9252,2
54,10688,0
96,11983,0
11,15400,7
40,8746,4
100,12665,2
14,12065,2
78,13369,4
68,10260,5
50,13253,0
33,7687,4
85,11705,3
98,10081,3
94,7410,7
37,10658,3
36,7292,0
1,12529,1
55,13929,7
2,11174,1
80,9107,3
8,10348,5
68,7442,0
36,9862,1
57,9827,3
45,13447,2
45,11933,6
14,11786,3
24,11455,0
5,8610,3
8,9516,3
46,11792,4
41,10798,5
62,13139,6
42,8232,1
52,10655,0
2,14820,7
41,13833,2
65,7178,4
79,12647,6
9,8551,0
15,13366,5
12,13270,4
93,13191,4
12,7905,5
6,13616,1
29,8307,5
47,8132,2
7,10602,0
84,15171,4
49,12242,6
86,12644,7
91,9977,3
17,12619,1
21,15442,1
48,12739,7
61,10523,6
66,11833,6
61,8983,3
85,14913,4
70,13378,3
68,11434,3
31,11162,4
11,8634,1
30,9030,3
72,12330,2
63,12224,5
31,8308,4
12,10621,1
27,12338,3
10,13890,7
20,12107,4
41,10161,0
21,11618,7
13,9756,4
53,11002,0
27,9691,7
42,10998,4
100,12069,1
33,13228,7
25,10627,6
48,8768,6
18,10330,4
15,13539,0
65,14323,3
39,10229,7
63,10736,3
26,9303,4
4,14998,7
23,12654,2
10,8674,7
74,12834,7
91,8545,2
40,12772,2
85,14403,5
20,10511,1
11,9559,7
47,11084,5
51,11754,6
23,13116,4
74,7880,2
60,10102,1
42,9681,1
15,10977,0
81,14656,7
55,12372,2
67,14914,7
7,8804,5
96,7828,4
66,11440,4
40,14967,4
21,11390,1
14,13144,2
57,9755,6
35,9387,1
79,11924,7
96,12920,7
98,13058,2
4,14162,2
100,12375,7
20,10169,1
13,7293,7
74,9666,5
