48,5462,0
45,5199,6
91,5859,5
65,6828,5
18,2037,2
46,1693,3
71,2485,3
3,4945,0
39,2233,6
83,6581,4
59,1438,5
6,5766,4
29,2594,6
26,989,6
17,1006,2
47,852,0
76,5129,5
69,7184,6
40,2599,0
3,1156,2
47,1763,3
68,5694,6
18,5255,5
59,6838,7
53,4817,6
23,5354,7
1,3303,6
54,7972,6
10,3468,3
32,3046,7
16,7868,1
57,8173,0
76,7489,4
7,5389,2
22,6664,1
94,1189,1
52,6325,0
92,812,3
96,5377,7
90,7802,5
74,6636,6
55,6058,7
96,5231,1
3,893,6
81,6291,1
13,5481,6
50,988,3
56,3082,1
82,4327,5
89,2831,1
59,3481,4
28,5334,0
57,7768,1
76,7980,6
86,3834,3
9,4247,6
99,4996,7
87,6381,0
62,3882,5
8,7707,2
18,1089,1
78,3412,1
65,7543,7
94,7821,2
84,8045,0
86,5870,2
87,8253,3
36,6033,5
78,5925,5
83,5292,5
25,5497,7
52,4224,3
37,3013,5
21,2391,1
54,4360,2
17,966,2
33,7115,0
3,4592,4
72,3292,1
14,3105,5
92,6666,7
30,6016,7
41,7682,1
48,6096,7
6,5658,5
27,3179,7
57,2005,4
4,2316,5
14,1222,7
19,5130,1
12,1686,7
32,1554,2
97,7786,1
77,892,0
25,1038,0
81,7493,7
63,6005,7
12,954,0
16,5189,4
40,3593,5
94,5490,6
41,2348,1
91,7060,1
30,7746,2
61,3983,2
45,3082,7
47,7956,2
93,2760,3
47,6918,0
18,2910,0
7,5108,0
39,5246,2
48,8170,4
48,4453,4
87,3004,6
54,5490,1
74,6875,5
44,4253,6
57,7050,7
87,7340,0
62,1046,5
69,7979,4
19,8138,5
59,8075,3
46,8114,5
43,839,5
39,7231,3
8,5782,7
55,1036,1
54,4082,1
47,1037,7
48,5769,4
95,5674,0
38,7341,4
78,5178,2
55,1319,6
82,2086,0
24,4797,5
48,3323,7
29,8247,5
41,6950,1
55,7675,7
67,5155,2
89,6783,3
2,3790,4
54,7403,6
42,3935,4
76,2327,3
97,3318,2
99,2647,2
